Date,Total Transaction #,Total Transaction Fee (USD),Fee per Transaction (USD),Close Price (USD),Fee %
1/13/18,300091,8593093.923,28.63496047,14243.12,0.2010%
1/12/18,337959,9273727.091,27.44039097,13841.19,0.1983%
1/11/18,347393,10895933.48,31.36486193,13308.06,0.2357%
1/10/18,360265,11071272.05,30.7309121,14919.49,0.2060%
1/9/18,345672,10602575.28,30.67235785,14468.5,0.2120%
1/8/18,368187,11424807.87,31.02990565,14976.17,0.2072%
1/7/18,358847,12027800.35,33.51790695,16228.16,0.2065%
1/6/18,342707,12045172.46,35.14714454,17172.3,0.2047%
1/5/18,425008,11829066.66,27.83257412,16954.78,0.1642%
1/4/18,395963,11285211.59,28.500672,15180.08,0.1878%
1/3/18,340980,9741276.587,28.56846908,15156.62,0.1885%
1/2/18,241757,6483620.483,26.81874975,14754.13,0.1818%
1/1/18,290422,7722285.672,26.58987843,13444.88,0.1978%
12/31/17,344407,10289264.11,29.87530484,13850.4,0.2157%
12/30/17,353824,11504149.54,32.5137626,12531.52,0.2595%
12/29/17,305053,11300748.46,37.04519692,14392.57,0.2574%
12/28/17,307642,12234766.59,39.76949372,14398.7,0.2762%
12/27/17,247440,11609290.54,46.91759836,15416.64,0.3043%
12/26/17,228926,9733579.236,42.51845241,15756.56,0.2698%
12/25/17,279523,12290916.09,43.97103668,13833.49,0.3179%
12/24/17,308211,16368134.37,53.10691174,13789.95,0.3851%
12/23/17,380648,22724840.66,59.70040736,14396.46,0.4147%
12/22/17,335482,18113814.19,53.99340112,13664.97,0.3951%
12/21/17,370277,14609416.92,39.45537238,15632.12,0.2524%
12/20/17,378622,11752530.47,31.04027359,16461.97,0.1886%
12/19/17,394239,11132989.27,28.23918807,17523.7,0.1611%
12/18/17,391910,10328496.93,26.35425717,18972.32,0.1389%
12/17/17,364222,10412518.86,28.58838527,19065.71,0.1499%
12/16/17,405676,10533475.05,25.96524086,19345.49,0.1342%
12/15/17,490644,10751346.29,21.91272345,17604.85,0.1245%
12/14/17,424579,10157261.44,23.92313666,16467.91,0.1453%
12/13/17,372977,9293733.502,24.91771209,16286.82,0.1530%
12/12/17,368598,8106807.487,21.99362853,17083.9,0.1287%
12/11/17,341420,6811862.085,19.95156138,16732.47,0.1192%
12/10/17,403399,8587325.961,21.28742501,15059.6,0.1414%
12/9/17,385092,10267644.74,26.66283573,14843.42,0.1796%
12/8/17,372345,5966734.538,16.02474731,16047.61,0.0999%
12/7/17,443587,3482333.208,7.850395092,16850.31,0.0466%
12/6/17,405709,2609451.313,6.431829988,13749.57,0.0468%
12/5/17,400686,2619560.713,6.537689644,11667.13,0.0560%
12/4/17,353044,2124312.944,6.017133683,11623.91,0.0518%
12/3/17,326354,2106835.486,6.455675388,11246.21,0.0574%
12/2/17,412908,2688891.2,6.512083079,10912.73,0.0597%
12/1/17,384386,2746194.894,7.144367624,10861.47,0.0658%
11/30/17,398090,2873917.641,7.219266098,9946.76,0.0726%
11/29/17,365977,2440662.83,6.66889676,9837.86,0.0678%
11/28/17,379256,2298406.742,6.060304232,9906.04,0.0612%
11/27/17,329677,1775333.263,5.385068606,9733.2,0.0553%
11/26/17,336689,1703515.114,5.059610245,9318.42,0.0543%
11/25/17,305735,1926904.496,6.30253159,8754.69,0.0720%
11/24/17,352207,2166965.273,6.152533235,8200.8,0.0750%
11/23/17,256709,1700034.081,6.622417137,8013.41,0.0826%
11/22/17,371091,2500928.148,6.739393163,8234.55,0.0818%
11/21/17,336204,2716241.392,8.079146566,8099.97,0.0997%
11/20/17,264855,1981442.303,7.48123427,8244.69,0.0907%
11/19/17,270874,2266879.973,8.368761758,8042.64,0.1041%
11/18/17,306617,3123836.623,10.1880738,7780.91,0.1309%
11/17/17,310396,3928149.057,12.65528247,7699.95,0.1644%
11/16/17,321788,4406485.693,13.69375394,7853.68,0.1744%
11/15/17,271995,4081355.249,15.00525836,7283.22,0.2060%
11/14/17,309299,5131358.278,16.59028409,6597.06,0.2515%
11/13/17,185966,3336093.437,17.93926544,6522.45,0.2750%
11/12/17,194634,2017392.357,10.36505625,5878.13,0.1763%
11/11/17,271745,2150025.601,7.911923313,6339.86,0.1248%
11/10/17,341281,2586413.101,7.578544078,6565.8,0.1154%
11/9/17,301346,2271125.508,7.53660413,7129.59,0.1057%
11/8/17,335636,2085988.333,6.215031562,7444.36,0.0835%
11/7/17,271029,1679738.789,6.197634898,7102.75,0.0873%
11/6/17,251728,1458113.702,5.792417617,6959.23,0.0832%
11/5/17,294121,2032306.696,6.909763994,7389.55,0.0935%
11/4/17,277598,1956152.111,7.046708229,7363.8,0.0957%
11/3/17,341474,1962017.317,5.745729739,7152.12,0.0803%
11/2/17,241788,1460719.72,6.041324299,7024.81,0.0860%
11/1/17,277535,1481494.866,5.338046972,6737.78,0.0792%
10/31/17,316077,1609453.334,5.09196599,6451.24,0.0789%
10/30/17,334025,1716486.634,5.138796898,6124.28,0.0839%
10/29/17,207066,1011143.103,4.88319233,6147.52,0.0794%
10/28/17,246692,962088.7432,3.899959234,5726.61,0.0681%
10/27/17,265827,663865.0928,2.497357653,5764.56,0.0433%
10/26/17,315415,804946.7877,2.552024437,5887.61,0.0433%
10/25/17,347220,1100012.463,3.168056169,5734,0.0553%
10/24/17,316096,1090860.966,3.451043245,5513.08,0.0626%
10/23/17,289131,929379.6051,3.214389343,5903.61,0.0544%
10/22/17,312257,1010021.509,3.234584042,5982.86,0.0541%
10/21/17,312409,968507.7334,3.100127504,6006.65,0.0516%
10/20/17,356985,1096912.813,3.072714016,5993.11,0.0513%
10/19/17,329579,1065989.864,3.234398622,5698.65,0.0568%
10/18/17,334438,1171945.178,3.50422254,5575.83,0.0628%
10/17/17,314725,1104658.36,3.509916148,5598.58,0.0627%
10/16/17,283473,918858.9928,3.241433903,5759.33,0.0563%
10/15/17,293140,1306271.226,4.456134357,5688.14,0.0783%
10/14/17,309819,1566403.957,5.055867965,5824.71,0.0868%
10/13/17,293164,928780.0838,3.168124612,5637.26,0.0562%
10/12/17,292459,714117.1432,2.441768396,5432.62,0.0449%
10/11/17,303101,799875.592,2.638973781,4824.2,0.0547%
10/10/17,296946,713546.4275,2.402950124,4763.36,0.0504%
10/9/17,238385,514518.7799,2.158352161,4777.49,0.0452%
10/8/17,231226,473572.0508,2.048091697,4611.7,0.0444%
10/7/17,283699,647587.0329,2.282655324,4435.81,0.0515%
10/6/17,273243,695709.9278,2.546121686,4371.94,0.0582%
10/5/17,232826,577720.1517,2.481338646,4321.44,0.0574%
10/4/17,282132,654877.0271,2.321172455,4218.66,0.0550%
10/3/17,295002,791715.1236,2.683761885,4314.18,0.0622%
10/2/17,203653,519159.3227,2.549234839,4401.32,0.0579%
10/1/17,212678,439786.0827,2.067849438,4403.09,0.0470%
9/30/17,254438,483654.0347,1.900871862,4360.62,0.0436%
9/29/17,275976,564964.1604,2.047149609,4172.79,0.0491%
9/28/17,257961,603060.9775,2.337799037,4195.65,0.0557%
9/27/17,263648,586880.8741,2.226001616,4212.2,0.0528%
9/26/17,226603,581016.2888,2.564027347,3892.7,0.0659%
9/25/17,185277,309852.6464,1.672375127,3932.83,0.0425%
9/24/17,203861,376490.1323,1.846798222,3667.52,0.0504%
9/23/17,227615,426184.9602,1.872394,3788.02,0.0494%
9/22/17,255257,498886.5382,1.95444802,3600.83,0.0543%
9/21/17,235723,582342.9088,2.470454342,3617.27,0.0683%
9/20/17,282917,684984.3639,2.421149538,3882.16,0.0624%
9/19/17,218204,688938.3523,3.157313121,3907.96,0.0808%
9/18/17,197683,372398.3749,1.883815882,4100.28,0.0459%
9/17/17,228257,451325.7753,1.977270249,3689.61,0.0536%
9/16/17,292079,48384.1633,0.165654372,3698.92,0.0045%
9/15/17,268068,510343.4372,1.903783507,3713.76,0.0513%
9/14/17,263320,529746.6958,2.011798176,3243.08,0.0620%
9/13/17,256230,628248.1197,2.451891347,3870.29,0.0634%
9/12/17,253492,678563.6903,2.67686432,4158.92,0.0644%
9/11/17,193240,620215.9127,3.209562785,4217.9,0.0761%
9/10/17,217890,633801.6179,2.908814622,4245.89,0.0685%
9/9/17,279488,938733.6373,3.358761869,4335.13,0.0775%
9/8/17,256374,1197810.244,4.672120591,4326.45,0.1080%
9/7/17,276225,1265360.115,4.580903667,4635.6,0.0988%
9/6/17,277948,1265391.767,4.552620517,4618.71,0.0986%
9/5/17,269280,1413576.891,5.24946855,4409.08,0.1191%
9/4/17,195289,1111538.992,5.691764473,4267.45,0.1334%
9/3/17,236811,1330599.173,5.618823336,4612.92,0.1218%
9/2/17,283670,1879929.229,6.6271697,4573.8,0.1449%
9/1/17,280724,1962049.7,6.98924816,4921.85,0.1420%
8/31/17,271466,1785141.433,6.575930072,4735.11,0.1389%
8/30/17,281116,2127784.014,7.569060509,4583.02,0.1652%
8/29/17,223771,1660836.357,7.42203573,4597.31,0.1614%
8/28/17,261891,1562511.88,5.96626795,4390.31,0.1359%
8/27/17,226485,1854583.532,8.188549054,4345.75,0.1884%
8/26/17,208169,1857857.867,8.924757609,4352.3,0.2051%
8/25/17,203805,1675358.929,8.220401506,4364.41,0.1884%
8/24/17,315734,2262700.497,7.166477151,4318.35,0.1660%
8/23/17,196283,1364202.611,6.950182193,4141.09,0.1678%
8/22/17,236772,1204887.483,5.088808994,4089.7,0.1244%
8/21/17,210852,868938.3703,4.121081945,4005.1,0.1029%
8/20/17,266832,1122855.705,4.208099871,4066.6,0.1035%
8/19/17,312250,1395931.468,4.470557144,4150.45,0.1077%
8/18/17,347319,1581354.275,4.553031291,4105.37,0.1109%
8/17/17,274866,1515513.772,5.513645822,4278.92,0.1289%
8/16/17,311002,1477859.191,4.751928255,4387.4,0.1083%
8/15/17,255362,1067271.383,4.179444801,4161.66,0.1004%
8/14/17,263310,782662.0321,2.972397676,4327.94,0.0687%
8/13/17,260521,811987.4692,3.116783174,4062.6,0.0767%
8/12/17,284001,853438.1973,3.005053494,3871.62,0.0776%
8/11/17,257965,661546.9595,2.564483397,3654.37,0.0702%
8/10/17,260955,530296.1146,2.032136248,3425.67,0.0593%
8/9/17,275574,549940.7155,1.995619019,3348.79,0.0596%
8/8/17,249002,415090.492,1.667016699,3429.38,0.0486%
8/7/17,199627,285921.0611,1.432276501,3401.91,0.0421%
8/6/17,239771,365470.9825,1.524250149,3232.03,0.0472%
8/5/17,235792,326099.4351,1.382996179,3262.8,0.0424%
8/4/17,213017,346766.6454,1.627882495,2878.49,0.0566%
8/3/17,209321,351559.2536,1.679522139,2809.99,0.0598%
8/2/17,131875,205846.7125,1.560922938,2720.53,0.0574%
8/1/17,231012,558578.289,2.417962223,2746.99,0.0880%
7/31/17,184145,379262.6357,2.059586933,2883.27,0.0714%
7/30/17,211134,425982.464,2.017592922,2766.49,0.0729%
7/29/17,247207,524147.4623,2.12027759,2733.5,0.0776%
7/28/17,225369,440222.1168,1.953339265,2806.75,0.0696%
7/27/17,237853,418004.1649,1.757405477,2691.88,0.0653%
7/26/17,244036,431510.0502,1.768222927,2559.21,0.0691%
7/25/17,240072,459453.7524,1.91381649,2582.58,0.0741%
7/24/17,181031,341721.0784,1.887638462,2763.42,0.0683%
7/23/17,223358,480204.9423,2.149933928,2756.61,0.0780%
7/22/17,268443,669850.6587,2.495318033,2836.53,0.0880%
7/21/17,230199,664474.0209,2.886520015,2675.08,0.1079%
7/20/17,253768,456581.835,1.799209652,2866.02,0.0628%
7/19/17,260575,520910.297,1.9990801,2282.58,0.0876%
7/18/17,230315,431051.0614,1.87157181,2320.23,0.0807%
7/17/17,203165,322374.7508,1.586763226,2233.39,0.0710%
7/16/17,221851,779036.5687,3.511530571,1914.09,0.1835%
7/15/17,227903,471881.1829,2.070535196,1975.08,0.1048%
7/14/17,245895,496365.2232,2.01860641,2234.17,0.0904%
7/13/17,257138,530475.9593,2.063001032,2362.44,0.0873%
7/12/17,265759,491926.9118,1.85102635,2403.09,0.0770%
7/11/17,251722,486419.5264,1.932367955,2324.29,0.0831%
7/10/17,188124,398767.854,2.119707501,2344.02,0.0904%
7/9/17,220835,492984.2516,2.232364669,2511.43,0.0889%
7/8/17,243614,599521.8031,2.460949712,2564.86,0.0959%
7/7/17,225106,630360.9903,2.800285156,2513.88,0.1114%
7/6/17,237008,591467.0352,2.495557261,2614.24,0.0955%
7/5/17,255483,764149.6627,2.991000038,2627.86,0.1138%
7/4/17,253244,725364.964,2.864292793,2617.32,0.1094%
7/3/17,196539,494884.676,2.517997323,2572.47,0.0979%
7/2/17,221856,621356.8806,2.800721552,2536.46,0.1104%
7/1/17,267360,884943.8913,3.309933765,2424.61,0.1365%
6/30/17,231054,868664.4696,3.759573388,2480.61,0.1516%
6/29/17,279811,997582.8991,3.56520258,2558.37,0.1394%
6/28/17,259737,926320.8918,3.566380192,2577.74,0.1384%
6/27/17,261906,913806.9909,3.489064744,2583.75,0.1350%
6/26/17,180719,649919.9793,3.596301326,2446.05,0.1470%
6/25/17,227127,795414.3504,3.502068668,2541.62,0.1378%
6/24/17,259938,918720.6137,3.534383636,2590.05,0.1365%
6/23/17,269685,1219384.37,4.521513507,2710.37,0.1668%
6/22/17,280203,1235901.614,4.410736551,2722.84,0.1620%
6/21/17,269438,1069166.767,3.968136519,2677.62,0.1482%
6/20/17,269774,1013286.575,3.7560572,2754.38,0.1364%
6/19/17,209359,697043.166,3.329415817,2616.82,0.1272%
6/18/17,236554,830165.1869,3.509410904,2539.56,0.1382%
6/17/17,269937,925226.1068,3.427563123,2655.1,0.1291%
6/16/17,293141,1063464.346,3.627825334,2508.58,0.1446%
6/15/17,287644,1112772.564,3.868575616,2442.46,0.1584%
6/14/17,291776,1317589.243,4.51575607,2467.27,0.1830%
6/13/17,269098,1089286.319,4.047916813,2712.99,0.1492%
6/12/17,222892,1054767.501,4.732190933,2656.77,0.1781%
6/11/17,254993,1112267.726,4.361953958,2973.45,0.1467%
6/10/17,282184,1288092.361,4.564725004,2900.25,0.1574%
6/9/17,307377,1371335.904,4.461413521,2811.43,0.1587%
6/8/17,339720,1780519.032,5.241136912,2798.78,0.1873%
6/7/17,297416,1474348.25,4.957192115,2691.51,0.1842%
6/6/17,289930,1282881.035,4.424795762,2870.5,0.1541%
6/5/17,266044,1112132.314,4.180257077,2704.96,0.1545%
6/4/17,305320,1378176.823,4.513876663,2524.06,0.1788%
6/3/17,271539,1150058.577,4.235334804,2545.43,0.1664%
6/2/17,319709,1365337.135,4.27056209,2492.6,0.1713%
6/1/17,321634,1303942.091,4.054117694,2412.65,0.1680%
5/31/17,347961,1317521.331,3.786405176,2303.34,0.1644%
5/30/17,321638,1126368.153,3.501974745,2192.55,0.1597%
5/29/17,308143,924308.5783,2.999609202,2278.21,0.1317%
5/28/17,331914,1065087.242,3.20892533,2189.02,0.1466%
5/27/17,333340,1039178.432,3.117472946,2052.43,0.1519%
5/26/17,350114,1190928.112,3.401543818,2244.89,0.1515%
5/25/17,338642,1125215.972,3.322730115,2307.22,0.1440%
5/24/17,367710,1071525.908,2.914051585,2445.28,0.1192%
5/23/17,327868,850142.8301,2.592942373,2272.58,0.1141%
5/22/17,326057,721993.7339,2.214317539,2124.41,0.1042%
5/21/17,352805,796023.6826,2.256270979,2044.19,0.1104%
5/20/17,319502,868584.6807,2.718557883,2040.18,0.1333%
5/19/17,288904,744481.1572,2.576915367,1962,0.1313%
5/18/17,317527,878322.2641,2.766134106,1880.99,0.1471%
5/17/17,233977,597199.2412,2.552384385,1801.3,0.1417%
5/16/17,329229,563985.9434,1.713050623,1729.34,0.0991%
5/15/17,369098,528411.9258,1.431630423,1708.92,0.0838%
5/14/17,329266,533692.3858,1.620854828,1772.55,0.0914%
5/13/17,317698,554081.0908,1.744049666,1763.74,0.0989%
5/12/17,294743,509112.9587,1.72731145,1686.39,0.1024%
5/11/17,311391,534621.6262,1.716882075,1819.29,0.0944%
5/10/17,332879,521483.1348,1.566584659,1752.31,0.0894%
5/9/17,365096,519173.2201,1.422018373,1697.5,0.0838%
5/8/17,316011,425490.4625,1.346441936,1664.47,0.0809%
5/7/17,363022,462776.6151,1.274789448,1554.45,0.0820%
5/6/17,267193,400678.3705,1.499584085,1545.29,0.0970%
5/5/17,354737,463189.9968,1.305727897,1507.77,0.0866%
5/4/17,295149,372889.6033,1.263394432,1516.76,0.0833%
5/3/17,333161,395951.671,1.188469452,1485.55,0.0800%
5/2/17,294786,322759.5004,1.094894264,1445.93,0.0757%
5/1/17,281489,269664.1329,0.957991726,1415.81,0.0677%
4/30/17,341319,342257.2281,1.002748831,1351.91,0.0742%
4/29/17,305271,332403.1782,1.08887899,1336.28,0.0815%
4/28/17,297884,345012.3995,1.158210577,1329.62,0.0871%
4/27/17,334471,332309.2651,0.993536854,1332.91,0.0745%
4/26/17,325387,347524.065,1.068033035,1286.63,0.0830%
4/25/17,222671,237376.9482,1.066043392,1264.31,0.0843%
4/24/17,245039,230042.7825,0.938800691,1248.18,0.0752%
4/23/17,268712,243044.9158,0.904481064,1249.14,0.0724%
4/22/17,330354,323937.713,0.980577541,1240.89,0.0790%
4/21/17,269625,297513.7265,1.10343524,1249.64,0.0883%
4/20/17,310104,265578.4631,0.856417405,1238.09,0.0692%
4/19/17,303091,279134.2325,0.920958499,1215.2,0.0758%
4/18/17,245184,224067.0024,0.913872856,1206.09,0.0758%
4/17/17,211829,192803.8632,0.910186345,1194.01,0.0762%
4/16/17,271976,242681.7296,0.892290973,1176.8,0.0758%
4/15/17,290208,283994.2652,0.978588685,1176.99,0.0831%
4/14/17,228679,257639.5085,1.126642623,1177.33,0.0957%
4/13/17,278093,261226.712,0.939350189,1176.2,0.0799%
4/12/17,307893,280398.2627,0.910700349,1212.53,0.0751%
4/11/17,275496,241281.9014,0.875809091,1220.74,0.0717%
4/10/17,238286,204747.2425,0.859249988,1206.71,0.0712%
4/9/17,226959,203327.107,0.895875938,1204.34,0.0744%
4/8/17,295463,268825.2706,0.909844111,1180.78,0.0771%
4/7/17,290465,266263.2707,0.916679362,1190.49,0.0770%
4/6/17,316555,268458.8559,0.848063862,1188.7,0.0713%
4/5/17,256015,228425.3646,0.892234301,1129.87,0.0790%
4/4/17,288141,252360.4432,0.875822751,1141.77,0.0767%
4/3/17,244203,199858.3175,0.818410574,1147.56,0.0713%
4/2/17,255871,207895.7907,0.812502357,1097.4,0.0740%
4/1/17,259403,234876.4445,0.905449993,1086.12,0.0834%
3/31/17,288788,211540.6663,0.732511968,1079.11,0.0679%
3/30/17,283931,221261.5869,0.779279427,1037.91,0.0751%
3/29/17,294001,243693.4208,0.828886367,1041.9,0.0796%
3/28/17,232291,201429.5074,0.867142969,1044.42,0.0830%
3/27/17,221915,147075.3839,0.662755487,1045.14,0.0634%
3/26/17,242975,174323.2885,0.7174536,969.44,0.0740%
3/25/17,289521,216870.2,0.749065525,966.3,0.0775%
3/24/17,287871,243809.6127,0.846940514,939.7,0.0901%
3/23/17,320713,274752.3056,0.856692138,1035.03,0.0828%
3/22/17,288055,278348.6888,0.966303966,1044.72,0.0925%
3/21/17,277033,251286.508,0.907063447,1121.29,0.0809%
3/20/17,271239,218556.6611,0.805771519,1047.51,0.0769%
3/19/17,263530,204642.0046,0.776541588,1022.6,0.0759%
3/18/17,292196,266381.899,0.911654845,971.38,0.0939%
3/17/17,327034,311535.9421,0.952610255,1071.71,0.0889%
3/16/17,292434,297492.3207,1.017297307,1172.88,0.0867%
3/15/17,310395,319715.474,1.030027784,1253.43,0.0822%
3/14/17,273079,272517.0173,0.997942051,1243.14,0.0803%
3/13/17,221110,233444.0279,1.055782316,1238.19,0.0853%
3/12/17,280681,255280.6988,0.909504736,1225.11,0.0742%
3/11/17,308482,282188.0579,0.914763448,1179.22,0.0776%
3/10/17,303632,282065.434,0.928971367,1112.39,0.0835%
3/9/17,297108,270964.0727,0.912005307,1191.33,0.0766%
3/8/17,327902,333761.8107,1.017870616,1146.97,0.0887%
3/7/17,287731,305465.4325,1.06163546,1232.69,0.0861%
3/6/17,280739,276049.271,0.983295057,1277.01,0.0770%
3/5/17,268875,282289.3968,1.049890829,1271.22,0.0826%
3/4/17,337310,334969.0512,0.993059949,1264.32,0.0785%
3/3/17,329428,317553.3394,0.9639537,1283.3,0.0751%
3/2/17,315883,282143.6019,0.893190206,1255.47,0.0711%
3/1/17,325414,270230.9948,0.830422154,1222.66,0.0679%
2/28/17,284555,233253.5515,0.819713417,1189.27,0.0689%
2/27/17,265203,190522.1319,0.718401119,1188.83,0.0604%
2/26/17,326521,219712.8507,0.672890413,1171.58,0.0574%
2/25/17,350751,272240.8923,0.776165691,1149.05,0.0675%
2/24/17,325913,250387.5388,0.768264963,1176.49,0.0653%
2/23/17,284024,206584.2673,0.727347926,1171.91,0.0621%
2/22/17,279090,187373.2914,0.671372286,1120.46,0.0599%
2/21/17,282728,175137.8285,0.619456964,1119.03,0.0554%
2/20/17,251721,136757.3527,0.543289407,1077.56,0.0504%
2/19/17,288149,162538.4485,0.564077781,1048.89,0.0538%
2/18/17,319767,175596.076,0.549137578,1052.28,0.0522%
2/17/17,285329,177218.5984,0.621102651,1049.41,0.0592%
2/16/17,294786,135912.1695,0.461053678,1031.93,0.0447%
2/15/17,315084,142796.0047,0.453199797,1008.19,0.0450%
2/14/17,288290,136524.8641,0.47356781,1008.34,0.0470%
2/13/17,238182,102392.2671,0.42989087,995.36,0.0432%
2/12/17,262686,117314.1698,0.446594679,996.52,0.0448%
2/11/17,304456,140731.1997,0.462238221,1008.32,0.0458%
2/10/17,346544,170353.6021,0.491578565,997.61,0.0493%
2/9/17,308316,164672.1774,0.534101952,978.96,0.0546%
2/8/17,325268,179379.9253,0.55148347,1055.49,0.0522%
2/7/17,230027,158416.1313,0.688684943,1049.56,0.0656%
2/6/17,292101,137894.5472,0.472078313,1024.67,0.0461%
2/5/17,286326,143854.1365,0.50241381,1016.11,0.0494%
2/4/17,323563,164532.6827,0.508502773,1031.85,0.0493%
2/3/17,259559,143353.5777,0.552296694,1013.02,0.0545%
2/2/17,350560,151807.3968,0.433042551,1003.97,0.0431%
2/1/17,307683,140406.1188,0.45633369,982.43,0.0464%
1/31/17,250829,126212.8106,0.503182689,965.49,0.0521%
1/30/17,241627,109453.8531,0.452986848,920.73,0.0492%
1/29/17,246395,112560.7147,0.456830352,914.55,0.0500%
1/28/17,263332,104654.499,0.397424161,918.51,0.0433%
1/27/17,317904,114661.7898,0.360680551,918.01,0.0393%
1/26/17,305961,121029.0827,0.395570294,915.56,0.0432%
1/25/17,278177,127281.0304,0.457554113,894.41,0.0512%
1/24/17,236692,101569.9373,0.429122815,893.75,0.0480%
1/23/17,236886,79971.44653,0.337594651,921.46,0.0366%
1/22/17,263562,87410.27951,0.331649781,918.84,0.0361%
1/21/17,298377,94113.03233,0.315416511,919.84,0.0343%
1/20/17,300605,101146.0443,0.336474923,892.91,0.0377%
1/19/17,298751,95262.66,0.318869761,895.21,0.0356%
1/18/17,292697,98890.22,0.337858673,872.03,0.0387%
1/17/17,267640,86033.8,0.321453445,899.66,0.0357%
1/16/17,235999,67484.78,0.285953669,827.34,0.0346%
1/15/17,242269,70814.23,0.292295878,821.17,0.0356%
1/14/17,275149,81080.01,0.294676739,819.63,0.0360%
1/13/17,297756,85509.46,0.287179637,824.83,0.0348%
1/12/17,303058,87793.92,0.289693458,810.11,0.0358%
1/11/17,323888,109311.71,0.337498487,785.43,0.0430%
1/10/17,269947,91841.33,0.340219858,904.37,0.0376%
1/9/17,260101,83660.1,0.321644669,899.78,0.0357%
1/8/17,284719,96609.39,0.339314868,900.86,0.0377%
1/7/17,346405,113153.75,0.326651607,888.87,0.0367%
1/6/17,288501,114531.97,0.396989854,886.16,0.0448%
1/5/17,330164,222453.85,0.673767734,989.35,0.0681%
1/4/17,301664,121327.72,0.402194892,1135.41,0.0354%
1/3/17,293682,116470.06,0.396585627,1033.3,0.0384%
1/2/17,180502,65352.83,0.362061528,1017.05,0.0356%
1/1/17,250273,79307.68,0.316884682,995.44,0.0318%
12/31/16,286818,95701.05,0.333664728,963.38,0.0346%
12/30/16,304605,103782.2,0.340710757,959.04,0.0355%
12/29/16,305394,101994.27,0.333976011,971.08,0.0344%
12/28/16,296546,92964.04,0.313489442,972.17,0.0322%
12/27/16,244914,79479.53,0.324520158,925.78,0.0351%
12/26/16,199614,56026.75,0.280675454,898.38,0.0312%
12/25/16,240820,74754.32,0.310415746,891.07,0.0348%
12/24/16,304997,90748.44,0.297538795,891.07,0.0334%
12/23/16,314644,91348.1,0.290322078,917.17,0.0317%
12/22/16,325677,94960.25,0.291578005,860.15,0.0339%
12/21/16,296473,80985.75,0.273163998,829.21,0.0329%
12/20/16,284852,82824.88,0.290764608,799.1,0.0364%
12/19/16,235789,63873.34,0.270891942,789.79,0.0343%
12/18/16,239034,64594.99,0.270233481,789.01,0.0342%
12/17/16,279361,76458.06,0.273689098,787.17,0.0348%
12/16/16,282685,78065.94,0.276158763,782.05,0.0353%
12/15/16,286328,73438.2,0.256482775,775.21,0.0331%
12/14/16,291757,76116.78,0.260891015,776.5,0.0336%
12/13/16,268662,72345.24,0.269279764,778.74,0.0346%
12/12/16,268662,72345.24,0.269279764,778.47,0.0346%
12/11/16,250241,67129.09,0.26825776,767.91,0.0349%
12/10/16,268815,74201.93,0.276033443,774,0.0357%
12/9/16,282711,73911.51,0.261438395,770.48,0.0339%
12/8/16,311361,82576.61,0.265211796,768.49,0.0345%
12/7/16,319762,90287.85,0.282359536,765.56,0.0369%
12/6/16,278001,80234.83,0.288613458,758.21,0.0381%
12/5/16,245650,70908.95,0.288658457,754.34,0.0383%
12/4/16,287988,77275.43,0.268328646,766.39,0.0350%
12/3/16,318263,93878.44,0.294971266,764.24,0.0386%
12/2/16,239682,77382.51,0.322854908,770.94,0.0419%
12/1/16,292654,73650.25,0.251663227,752.63,0.0334%
11/30/16,294140,74956.15,0.254831543,742.49,0.0343%
11/29/16,298530,80156.94,0.268505477,732.56,0.0367%
11/28/16,237389,58660.41,0.24710669,733.3,0.0337%
11/27/16,279374,75125.33,0.268905947,729.42,0.0369%
11/26/16,315387,102231.03,0.324144717,734.14,0.0442%
11/25/16,333466,101154.12,0.30334163,740.39,0.0410%
11/24/16,276924,80623.34,0.291138868,735.31,0.0396%
11/23/16,285635,75933.68,0.265841651,741.07,0.0359%
11/22/16,287414,70565.53,0.245518764,749.34,0.0328%
11/21/16,246537,53800.79,0.218226027,736.19,0.0296%
11/20/16,249760,54346.55,0.217595091,728.51,0.0299%
11/19/16,275925,62564.85,0.226745855,747.89,0.0303%
11/18/16,277460,65570.15,0.236322893,746.96,0.0316%
11/17/16,291186,59006.83,0.202643087,737.53,0.0275%
11/16/16,280352,58027.08,0.206979369,740.28,0.0280%
11/15/16,270506,56142.37,0.207545748,711.1,0.0292%
11/14/16,221328,44437.7,0.200777579,704.56,0.0285%
11/13/16,228886,46356.72,0.202531915,701.97,0.0289%
11/12/16,254619,52065.08,0.204482305,704.27,0.0290%
11/11/16,271374,58828.7,0.2167809,714.97,0.0303%
11/10/16,270095,60667.17,0.224614191,714.57,0.0314%
11/9/16,296060,63535.53,0.21460356,721.42,0.0297%
11/8/16,274281,64349.7,0.234612314,710.9,0.0330%
11/7/16,228420,51302.19,0.224595876,705.4,0.0318%
11/6/16,242032,52860.33,0.218402236,709.91,0.0308%
11/5/16,248043,59713.46,0.24073834,702.11,0.0343%
11/4/16,273338,54663.4,0.199984634,702.08,0.0285%
11/3/16,268418,58839.31,0.219207766,684.87,0.0320%
11/2/16,246650,57930.91,0.23487091,733.51,0.0320%
11/1/16,241778,53794.58,0.222495761,726.76,0.0306%
10/31/16,209337,44319.17,0.211712072,698.67,0.0303%
10/30/16,229689,52426.65,0.228250591,697.27,0.0327%
10/29/16,250876,56748.55,0.22620159,714.95,0.0316%
