Date,Total Transaction #,Total Transaction Fee (USD),Fee per Transaction (USD),Close Price (USD),Fee %
7/31/15,133640,10321.71029,0.077235186,283.73,0.0272%
7/30/15,133697,9840.646058,0.07360409,287.02,0.0256%
7/29/15,136195,10958.46418,0.080461575,288.37,0.0279%
7/28/15,117412,7995.085646,0.06809428,293.7,0.0232%
7/27/15,111331,9027.937927,0.081090962,293.01,0.0277%
7/26/15,89650,5646.596382,0.062984901,291.77,0.0216%
7/25/15,106038,6113.291805,0.057651897,288.74,0.0200%
7/24/15,109852,6843.300812,0.062295642,288.37,0.0216%
7/23/15,111582,7273.632872,0.065186436,275.52,0.0237%
7/22/15,147520,8225.144358,0.05575613,276.46,0.0202%
7/21/15,123367,7833.427037,0.06349694,275.09,0.0231%
7/20/15,112440,9552.727223,0.084958442,277.68,0.0306%
7/19/15,134643,5235.223693,0.038882257,273.18,0.0142%
7/18/15,120617,12456.04304,0.103269382,274.05,0.0377%
7/17/15,118048,6908.205709,0.058520311,279.62,0.0209%
7/16/15,113812,7497.919918,0.065879871,276.59,0.0238%
7/15/15,122340,8151.98238,0.066633827,283.42,0.0235%
7/14/15,119707,8204.891059,0.068541448,286.96,0.0239%
7/13/15,176542,9872.979794,0.055924255,290.35,0.0193%
7/12/15,204729,14095.13194,0.068847755,310.44,0.0222%
7/11/15,171652,10841.56358,0.063160135,291.97,0.0216%
7/10/15,214487,11190.14752,0.052171682,283.62,0.0184%
7/9/15,187202,11490.58736,0.061380687,269.14,0.0228%
7/8/15,200420,13497.95354,0.067348336,268.64,0.0251%
7/7/15,201921,11930.32132,0.059084104,266.21,0.0222%
7/6/15,151741,8011.260117,0.05279562,269.08,0.0196%
7/5/15,101714,4913.962671,0.048311566,270.14,0.0179%
7/4/15,114310,5092.01524,0.044545667,260.55,0.0171%
7/3/15,138811,6423.051465,0.04627192,255.4,0.0181%
7/2/15,135567,5598.119275,0.041294115,254.88,0.0162%
7/1/15,150917,6046.71528,0.040066495,257.62,0.0156%
6/30/15,149003,7200.93872,0.048327475,264.12,0.0183%
6/29/15,117119,4475.699537,0.038214974,256.97,0.0149%
6/28/15,97690,3817.460758,0.039077293,248.88,0.0157%
6/27/15,108876,4228.769036,0.038840231,250.73,0.0155%
6/26/15,115640,4358.975386,0.037694356,242.95,0.0155%
6/25/15,113329,4029.407361,0.035554954,242.56,0.0147%
6/24/15,114471,4029.650406,0.035202369,240.56,0.0146%
6/23/15,128795,5592.784949,0.043423929,243.76,0.0178%
6/22/15,111788,5722.514772,0.051190779,247.46,0.0207%
6/21/15,91203,3192.28186,0.035001939,244.1,0.0143%
6/20/15,114779,5504.765378,0.047959691,244.98,0.0196%
6/19/15,125430,7152.926033,0.057027235,244.13,0.0234%
6/18/15,122001,4901.489222,0.040175812,248.44,0.0162%
6/17/15,133747,6234.319229,0.046612778,247.38,0.0188%
6/16/15,124094,4846.145113,0.039052211,249.82,0.0156%
6/15/15,122279,4378.9465,0.035811108,237,0.0151%
6/14/15,100512,3711.710349,0.036928032,233.75,0.0158%
6/13/15,112813,4037.562358,0.035789868,232.48,0.0154%
6/12/15,125022,4169.797556,0.03335251,230.46,0.0145%
6/11/15,125147,4176.379034,0.033371787,229.88,0.0145%
6/10/15,133064,4609.495199,0.034641189,228.79,0.0151%
6/9/15,115633,3839.21006,0.033201682,229.56,0.0145%
6/8/15,94037,3484.921292,0.037059044,228.57,0.0162%
6/7/15,88440,3037.389167,0.034344066,223.47,0.0154%
6/6/15,102005,3424.710832,0.033573951,224.74,0.0149%
6/5/15,109700,3625.010698,0.033044765,225.29,0.0147%
6/4/15,123893,3941.057138,0.031810168,224.22,0.0142%
6/3/15,125399,4041.998153,0.032233097,225.59,0.0143%
6/2/15,133489,4293.950923,0.032167077,225.74,0.0142%
6/1/15,116959,10062.99588,0.086038662,223.14,0.0386%
5/31/15,96037,3163.523603,0.032940675,229.84,0.0143%
5/30/15,132907,4191.162966,0.031534554,233.22,0.0135%
5/29/15,123148,4133.936271,0.033568846,237.03,0.0142%
5/28/15,109786,3813.832839,0.03473879,237.32,0.0146%
5/27/15,108558,3783.184026,0.034849426,237.29,0.0147%
5/26/15,106971,4186.926909,0.039140766,237.84,0.0165%
5/25/15,105519,3650.04907,0.034591392,237.41,0.0146%
5/24/15,87996,3065.183027,0.034833209,240.98,0.0145%
5/23/15,92674,3216.761716,0.034710509,238.94,0.0145%
5/22/15,100591,3684.740108,0.036630912,240.37,0.0152%
5/21/15,99962,3413.288209,0.034145858,235.38,0.0145%
5/20/15,107683,3678.350558,0.034159065,233.96,0.0146%
5/19/15,106503,3587.847459,0.03368776,232.02,0.0145%
5/18/15,97915,3511.707308,0.035864855,232.64,0.0154%
5/17/15,85578,2908.060874,0.033981407,236.3,0.0144%
5/16/15,93025,3264.590284,0.035093688,236.23,0.0149%
5/15/15,107882,3583.376161,0.0332157,237.2,0.0140%
5/14/15,101228,3383.784099,0.033427353,236.9,0.0141%
5/13/15,108615,3739.6443,0.034430275,236.38,0.0146%
5/12/15,114424,4045.920245,0.035359018,241.58,0.0146%
5/11/15,102966,3951.0792,0.038372659,241.81,0.0159%
5/10/15,90054,3642.339693,0.040446173,239.96,0.0169%
5/9/15,98717,3564.588169,0.036109162,241.4,0.0150%
5/8/15,108365,3883.679141,0.03583887,243.74,0.0147%
5/7/15,113420,3827.663351,0.033747693,237.73,0.0142%
5/6/15,113496,3776.625542,0.033275407,230.03,0.0145%
5/5/15,114171,3763.323364,0.032962165,235.82,0.0140%
5/4/15,94120,3293.21053,0.034989487,238.97,0.0146%
5/3/15,86037,2977.089305,0.03460243,239.99,0.0144%
5/2/15,96416,3295.322536,0.034178171,235.34,0.0145%
5/1/15,105236,3571.894751,0.033941757,233.21,0.0146%
4/30/15,114070,3783.082242,0.033164568,235.77,0.0141%
4/29/15,116989,3900.515167,0.033340871,225.42,0.0148%
4/28/15,112434,3518.091371,0.03129028,225.81,0.0139%
4/27/15,109382,3382.523405,0.030923949,228.96,0.0135%
4/26/15,93761,2904.382772,0.030976448,218.7,0.0142%
4/25/15,100790,22851.76354,0.226726496,226.14,0.1003%
4/24/15,110568,3747.830831,0.033896162,231.09,0.0147%
4/23/15,107241,3479.175377,0.032442586,235.4,0.0138%
4/22/15,113657,3826.954736,0.033671087,233.78,0.0144%
4/21/15,114061,3780.292557,0.033142727,233.73,0.0142%
4/20/15,115128,3586.385975,0.031151292,224.24,0.0139%
4/19/15,86313,2723.283617,0.031551257,223.02,0.0141%
4/18/15,100484,3093.226001,0.030783269,223.35,0.0138%
4/17/15,102089,3178.850035,0.031138027,222.59,0.0140%
4/16/15,104063,3448.930832,0.03314272,227.98,0.0145%
4/15/15,105461,3301.889874,0.031309108,222.97,0.0140%
4/14/15,113372,3660.524132,0.032287727,217.99,0.0148%
4/13/15,105282,3596.262889,0.034158383,223.59,0.0153%
4/12/15,88884,3399.320365,0.038244458,235.85,0.0162%
4/11/15,103454,4048.811688,0.039136347,236.48,0.0165%
4/10/15,114091,7025.864922,0.061581237,234.73,0.0262%
4/9/15,117822,4160.563449,0.03531228,243.32,0.0145%
4/8/15,108047,3805.770801,0.03522329,244.57,0.0144%
4/7/15,111786,4134.953508,0.036989905,252.97,0.0146%
4/6/15,100949,3900.123277,0.038634591,254.97,0.0152%
4/5/15,94048,3677.424802,0.039101574,259.64,0.0151%
4/4/15,94152,3821.908731,0.040592964,252.89,0.0161%
4/3/15,103760,3719.309122,0.035845308,254.48,0.0141%
4/2/15,115686,4042.841343,0.034946678,252.6,0.0138%
4/1/15,126590,4396.665481,0.034731539,246.24,0.0141%
3/31/15,105294,3579.709428,0.033997278,244.15,0.0139%
3/30/15,102105,3630.370931,0.035555271,246.79,0.0144%
3/29/15,87456,2975.894911,0.034027338,242.08,0.0141%
3/28/15,90053,3243.746954,0.036020421,252.02,0.0143%
3/27/15,106302,3823.355535,0.03596692,247.21,0.0145%
3/26/15,98391,3546.401875,0.036043966,248.02,0.0145%
3/25/15,93930,3763.267196,0.040064593,246.37,0.0163%
3/24/15,96397,3551.139307,0.036838691,246.72,0.0149%
3/23/15,106330,4623.217154,0.043479894,265.46,0.0164%
3/22/15,84331,3136.329758,0.03719071,268.57,0.0138%
3/21/15,100458,3782.960223,0.037657133,259.71,0.0145%
3/20/15,103109,4184.074796,0.040579142,261.78,0.0155%
3/19/15,102414,4178.821982,0.04080323,260.93,0.0156%
3/18/15,102985,4041.458915,0.03924318,255.92,0.0153%
3/17/15,104238,4234.755381,0.040625831,285.38,0.0142%
3/16/15,97794,4085.088058,0.041772379,290.41,0.0144%
3/15/15,84477,3361.648956,0.039793659,284.88,0.0140%
3/14/15,88828,3519.063835,0.039616606,281.6,0.0141%
3/13/15,96745,4018.013193,0.041531998,287.21,0.0145%
3/12/15,97654,4269.990427,0.043725709,293.85,0.0149%
3/11/15,102856,4535.966931,0.044100168,295.6,0.0149%
3/10/15,112347,4943.991758,0.044006442,291.37,0.0151%
3/9/15,96449,4028.597326,0.041769197,290.02,0.0144%
3/8/15,86526,3599.347602,0.041598451,274.49,0.0152%
3/7/15,94270,3743.967466,0.039715365,274.91,0.0144%
3/6/15,96367,4683.698329,0.04860272,272.56,0.0178%
3/5/15,96611,3773.385725,0.039057516,275.23,0.0142%
3/4/15,104846,4251.15698,0.040546678,271.92,0.0149%
3/3/15,109142,4227.617474,0.038735019,280.65,0.0138%
3/2/15,102935,4243.186317,0.041221998,273.75,0.0151%
3/1/15,86274,3136.468168,0.036354732,257.94,0.0141%
2/28/15,90259,3470.754314,0.038453277,254.06,0.0151%
2/27/15,103395,3600.636901,0.034824091,253.47,0.0137%
2/26/15,101348,3426.231936,0.033806606,236.53,0.0143%
2/25/15,104785,3612.025212,0.034470823,237.33,0.0145%
2/24/15,104463,3495.966307,0.033466072,238.89,0.0140%
2/23/15,96936,3280.737847,0.03384437,238.82,0.0142%
2/22/15,86028,2937.434336,0.034145096,235.73,0.0145%
2/21/15,92541,3539.650218,0.038249535,244.41,0.0156%
2/20/15,96709,3391.470963,0.035068825,244.52,0.0143%
2/19/15,96005,3313.589453,0.034514759,241.92,0.0143%
2/18/15,104555,3594.491984,0.034378958,235.2,0.0146%
2/17/15,98899,3693.202229,0.037343171,243.2,0.0154%
2/16/15,103339,3666.281483,0.035478198,235.83,0.0150%
2/15/15,85355,3277.998321,0.038404292,233.27,0.0165%
2/14/15,107004,4091.329872,0.038235298,258.64,0.0148%
2/13/15,107390,3824.58254,0.035613954,236.17,0.0151%
2/12/15,93868,2992.528082,0.031880173,221.79,0.0144%
2/11/15,98701,3254.967883,0.032978064,218.83,0.0151%
2/10/15,103551,3122.884008,0.030157932,219.67,0.0137%
2/9/15,95860,3037.860188,0.031690592,220.34,0.0144%
2/8/15,82716,2559.771055,0.030946504,223.67,0.0138%
2/7/15,86207,2724.745883,0.031607014,227.68,0.0139%
2/6/15,83440,2524.431099,0.030254447,222.96,0.0136%
2/5/15,90028,2721.367036,0.030228007,216.52,0.0140%
2/4/15,89353,2747.776993,0.030751928,226.58,0.0136%
2/3/15,93499,3180.107874,0.034012213,227.41,0.0150%
2/2/15,83230,2703.732606,0.032485073,238.86,0.0136%
2/1/15,79193,2429.127124,0.030673508,225.29,0.0136%
1/31/15,83762,2792.191381,0.033334822,218.51,0.0153%
1/30/15,86360,2754.395762,0.031894346,231.84,0.0138%
1/29/15,88519,2751.841562,0.031087581,233.99,0.0133%
1/28/15,89287,3062.790132,0.034302756,236.17,0.0145%
1/27/15,99035,3682.328896,0.037182096,263.27,0.0141%
1/26/15,105423,4433.448374,0.042053901,269.18,0.0156%
1/25/15,82358,3036.271286,0.036866744,252.09,0.0146%
1/24/15,89630,2979.85339,0.033246161,248.16,0.0134%
1/23/15,87217,3068.698519,0.035184637,232.17,0.0152%
1/22/15,94979,3146.428292,0.033127621,232.7,0.0142%
1/21/15,100251,3005.948105,0.029984221,228.17,0.0131%
1/20/15,98890,3070.327454,0.031047906,210.55,0.0147%
1/19/15,94096,3356.724199,0.035673399,215.87,0.0165%
1/18/15,87047,2692.599113,0.030932704,210.62,0.0147%
1/17/15,89839,2492.773912,0.027747124,199.65,0.0139%
1/16/15,112530,3262.11296,0.028988829,206.92,0.0140%
1/15/15,115787,3609.503751,0.031173653,209.78,0.0149%
1/14/15,104481,2802.028495,0.026818546,164.92,0.0163%
1/13/15,99090,3336.151847,0.033667896,221.29,0.0152%
1/12/15,98185,8812.784783,0.089756936,269.33,0.0333%
1/11/15,93957,3892.732177,0.041430997,264.77,0.0156%
1/10/15,105895,4292.492121,0.040535362,273.35,0.0148%
1/9/15,105211,4468.882802,0.042475433,287.97,0.0147%
1/8/15,99126,4000.835905,0.040361115,282.69,0.0143%
1/7/15,92912,3710.563329,0.03993632,291.34,0.0137%
1/6/15,87160,3558.725583,0.040829802,282.27,0.0145%
1/5/15,93753,4696.488732,0.050094277,274.84,0.0182%
1/4/15,85570,5496.656838,0.064235793,264.72,0.0243%
1/3/15,82832,3599.567549,0.043456243,287.13,0.0151%
1/2/15,72234,3391.560724,0.046952415,315.21,0.0149%
1/1/15,58963,2526.571052,0.04285011,314.89,0.0136%
12/31/14,83768,3951.3023,0.047169591,318.24,0.0148%
12/30/14,85247,4367.87208,0.051237839,311.27,0.0165%
12/29/14,79812,4423.501073,0.05542401,314.12,0.0176%
12/28/14,74773,3823.546417,0.051135389,316.53,0.0162%
12/27/14,78776,6106.089017,0.077512047,315.34,0.0246%
12/26/14,71700,5390.440149,0.075180476,329.98,0.0228%
12/25/14,70684,3080.72822,0.04358452,318.99,0.0137%
12/24/14,89515,4061.226845,0.045369232,322.4,0.0141%
12/23/14,99770,4754.93087,0.047658924,335.25,0.0142%
12/22/14,89437,4365.005955,0.048805371,330.84,0.0148%
12/21/14,80829,3706.781079,0.045859544,322.63,0.0142%
12/20/14,91493,4201.3232,0.045919614,330.35,0.0139%
12/19/14,92052,4543.301707,0.049355817,317.78,0.0155%
12/18/14,103161,4989.111306,0.048362378,310.34,0.0156%
12/17/14,93704,4404.146697,0.047000626,320.02,0.0147%
12/16/14,98790,4911.420513,0.049715766,330.22,0.0151%
12/15/14,95727,5211.58101,0.054442122,345.37,0.0158%
12/14/14,73926,3781.426092,0.051151504,349.35,0.0146%
12/13/14,79512,3838.831247,0.048279898,348.24,0.0139%
12/12/14,80103,4078.866156,0.050920267,353.4,0.0144%
12/11/14,85829,4341.804025,0.050586678,347.68,0.0145%
12/10/14,90695,4444.2035,0.049001637,347.94,0.0141%
12/9/14,89587,5233.101678,0.058413628,352.19,0.0166%
12/8/14,84498,4632.47651,0.054823505,364.95,0.0150%
12/7/14,77357,4093.94903,0.0529228,376.47,0.0141%
12/6/14,83633,4367.192456,0.052218532,376.26,0.0139%
12/5/14,92900,5129.877467,0.055219348,377.63,0.0146%
12/4/14,100829,5222.4212,0.051794833,369.84,0.0140%
12/3/14,97296,5138.536531,0.052813441,376.96,0.0140%
12/2/14,100786,5428.72816,0.053863911,380.64,0.0142%
12/1/14,95220,5344.867164,0.05613177,378.61,0.0148%
11/30/14,80934,4397.404485,0.054333216,374.93,0.0145%
11/29/14,81452,4354.250102,0.053457866,376.28,0.0142%
11/28/14,85987,4384.35029,0.050988525,377.59,0.0135%
11/27/14,82979,4391.770967,0.052926294,368.83,0.0143%
11/26/14,90019,4839.453498,0.053760356,365.35,0.0147%
11/25/14,82813,4652.266712,0.056177976,376.43,0.0149%
11/24/14,83797,4799.7336,0.057278108,378.85,0.0151%
11/23/14,75041,4161.565053,0.055457217,365.85,0.0152%
11/22/14,77832,4167.398522,0.053543511,352.01,0.0152%
11/21/14,86577,4675.286413,0.054001483,351.77,0.0154%
11/20/14,85497,4666.662623,0.054582765,357.3,0.0153%
11/19/14,87321,5030.127348,0.057605013,381.43,0.0151%
11/18/14,87524,4986.968685,0.056978299,379.16,0.0150%
11/17/14,85201,5522.294536,0.064814903,384.69,0.0168%
11/16/14,73338,4315.345573,0.058841877,385.61,0.0153%
11/15/14,74831,4287.801494,0.057299802,374.86,0.0153%
11/14/14,88631,5419.533839,0.061147159,396.53,0.0154%
11/13/14,100117,6414.784602,0.064072881,428.72,0.0149%
11/12/14,87769,5840.334025,0.066542105,432.03,0.0154%
11/11/14,87338,4882.584993,0.055904474,365.42,0.0153%
11/10/14,84819,4837.433955,0.057032433,367.15,0.0155%
11/9/14,72217,5375.386427,0.07443381,362.04,0.0206%
11/8/14,75950,3950.495625,0.052014426,343.54,0.0151%
11/7/14,89542,4856.816151,0.054240649,341.87,0.0159%
11/6/14,90341,4737.707879,0.0524425,347.67,0.0151%
11/5/14,89249,4597.998677,0.05151877,338.01,0.0152%
11/4/14,90386,5570.262435,0.061627491,327.96,0.0188%
11/3/14,84522,4181.381092,0.04947092,324.24,0.0153%
11/2/14,75827,4049.491333,0.053404346,322.55,0.0166%
11/1/14,74548,4311.690775,0.057837779,325.43,0.0178%
10/31/14,88062,4504.480987,0.051151246,337.87,0.0151%
10/30/14,93338,4842.746562,0.051883976,344.86,0.0150%
10/29/14,90268,4657.454159,0.05159585,335.12,0.0154%
10/28/14,88600,4870.159823,0.054967944,351.06,0.0157%
10/27/14,80135,4565.671536,0.056974749,350.09,0.0163%
10/26/14,70537,3824.654133,0.054221956,348.67,0.0156%
10/25/14,73440,4034.459614,0.054935452,346.72,0.0158%
10/24/14,81643,4673.593336,0.057244263,355.1,0.0161%
10/23/14,79173,4580.895527,0.057859315,355.78,0.0163%
10/22/14,79546,4812.217418,0.060496033,378.93,0.0160%
10/21/14,81421,5027.966214,0.061752695,382.35,0.0162%
10/20/14,78443,4713.359297,0.060086423,380.39,0.0158%
10/19/14,62664,4010.119421,0.063993991,387.28,0.0165%
10/18/14,69474,4348.003711,0.062584617,390.88,0.0160%
10/17/14,71826,4454.612399,0.062019497,380.48,0.0163%
10/16/14,74010,4607.985051,0.062261655,379.77,0.0164%
10/15/14,77131,4980.768765,0.064575447,393.17,0.0164%
10/14/14,81491,5391.834763,0.066164788,397.1,0.0167%
10/13/14,75304,4897.940079,0.06504223,387.32,0.0168%
10/12/14,63946,4038.573492,0.063155999,373.17,0.0169%
10/11/14,65724,3784.486626,0.057581502,361.22,0.0159%
10/10/14,84811,4813.887957,0.056760184,361.71,0.0157%
10/9/14,78944,5059.602742,0.064091036,360.91,0.0178%
10/8/14,80324,4528.140119,0.056373439,350.87,0.0161%
10/7/14,78745,4388.033765,0.055724602,331.65,0.0168%
10/6/14,75126,4072.552928,0.054209634,331.55,0.0164%
10/5/14,66673,3357.309477,0.050354858,322.86,0.0156%
10/4/14,70430,4401.599089,0.062496082,335.32,0.0186%
10/3/14,72698,4254.073721,0.058517067,363.45,0.0161%
10/2/14,74630,4437.421255,0.059458948,375.14,0.0158%
10/1/14,78197,4867.644743,0.062248485,382.84,0.0163%
9/30/14,78590,4719.443766,0.060051454,388.17,0.0155%
9/29/14,73283,4375.746473,0.059710253,376.77,0.0158%
9/28/14,62200,4210.685809,0.067695913,379.08,0.0179%
9/27/14,66942,4547.673232,0.067934529,399.02,0.0170%
9/26/14,73278,19219.56073,0.262282823,404.46,0.0648%
9/25/14,77564,5336.888485,0.068806257,412.29,0.0167%
9/24/14,81104,5796.62145,0.071471462,423.77,0.0169%
9/23/14,71140,4910.129564,0.069020657,436.86,0.0158%
9/22/14,68526,4365.292111,0.063702713,404.09,0.0158%
9/21/14,63151,3985.777041,0.063115027,401.62,0.0157%
9/20/14,62315,4142.838846,0.066482209,411.53,0.0162%
9/19/14,71627,4446.792301,0.062082627,397.67,0.0156%
9/18/14,79754,5334.996716,0.066893155,424.26,0.0158%
9/17/14,79784,5499.511163,0.068930001,461.09,0.0149%
9/16/14,89326,6895.390086,0.077193539,466.75,0.0165%
9/15/14,74142,5678.27421,0.076586472,477.71,0.0160%
9/14/14,66033,4952.767023,0.075004422,477.74,0.0157%
9/13/14,62609,4739.839843,0.075705407,478.17,0.0158%
9/12/14,66303,4914.079226,0.074115488,477.73,0.0155%
9/11/14,67673,4818.593032,0.07120407,478.49,0.0149%
9/10/14,76417,7112.808901,0.093078882,479.7,0.0194%
9/9/14,79868,6067.075112,0.075963779,474.9,0.0160%
9/8/14,71754,5396.972929,0.075214942,475.69,0.0158%
9/7/14,59519,9355.578867,0.157186426,485.75,0.0324%
9/6/14,67529,5046.607303,0.074732445,484.47,0.0154%
9/5/14,67048,5206.042413,0.077646498,483.65,0.0161%
9/4/14,70940,5421.914478,0.076429581,490.99,0.0156%
9/3/14,72036,5334.53992,0.074053805,480.04,0.0154%
9/2/14,71539,5519.594912,0.077155047,478.94,0.0161%
9/1/14,66205,4973.267191,0.075119208,477.19,0.0157%
8/31/14,59751,4312.697993,0.072177838,481.78,0.0150%
8/30/14,63834,4911.115095,0.076935725,505.96,0.0152%
8/29/14,67664,5232.575114,0.077331744,512.56,0.0151%
8/28/14,69208,5431.025483,0.078473955,510.75,0.0154%
8/27/14,74318,5978.398812,0.080443484,515.23,0.0156%
8/26/14,73919,6717.438571,0.090875669,512.56,0.0177%
8/25/14,66411,7219.654678,0.10871173,502.93,0.0216%
8/24/14,55023,4421.469339,0.080356748,509.71,0.0158%
8/23/14,60189,4643.73338,0.077152526,497.68,0.0155%
8/22/14,68234,5623.015967,0.082407831,516.1,0.0160%
8/21/14,75470,6279.943314,0.083211121,517.94,0.0161%
8/20/14,73098,6098.044617,0.083422865,516.78,0.0161%
8/19/14,75458,6277.740324,0.083195159,485.12,0.0171%
8/18/14,67980,5000.692032,0.073561224,462.18,0.0159%
8/17/14,59319,18346.20455,0.309280409,485.5,0.0637%
8/16/14,75339,7481.780606,0.099308202,522.01,0.0190%
8/15/14,69698,5466.662761,0.078433567,496.45,0.0158%
8/14/14,81193,6588.332827,0.081144099,504.8,0.0161%
8/13/14,75011,6931.602809,0.092407818,542.1,0.0170%
8/12/14,78844,7079.29518,0.089788636,567.66,0.0158%
8/11/14,70184,6765.249675,0.096393048,575.89,0.0167%
8/10/14,58486,5669.607315,0.096939564,592.06,0.0164%
8/9/14,62960,5825.351534,0.092524643,589.52,0.0157%
8/8/14,69125,6532.910215,0.094508647,595.85,0.0159%
8/7/14,70732,6587.211037,0.09312915,592.8,0.0157%
8/6/14,78820,7521.068089,0.095420808,589.77,0.0162%
8/5/14,72928,7050.171541,0.096673041,588.76,0.0164%
8/4/14,63052,6002.960976,0.095206512,592.77,0.0161%
8/3/14,52550,4934.787799,0.093906523,588.94,0.0159%
8/2/14,59888,5538.1943,0.09247586,591.72,0.0156%
8/1/14,69283,6548.912388,0.094524088,598.78,0.0158%
7/31/14,67721,6460.568306,0.095399777,589.52,0.0162%
7/30/14,64442,6227.960175,0.096644427,564.64,0.0171%
7/29/14,64697,6194.869643,0.095752039,585.77,0.0163%
7/28/14,59561,5695.933345,0.095631929,587.93,0.0163%
7/27/14,53055,5199.678915,0.098005446,595.03,0.0165%
7/26/14,57528,5665.792379,0.09848756,596,0.0165%
7/25/14,63135,6145.451307,0.097338264,600.5,0.0162%
7/24/14,64815,6392.36197,0.098624731,601.87,0.0164%
7/23/14,68901,6988.351368,0.101425979,621.69,0.0163%
7/22/14,66921,7363.797023,0.110037164,622.53,0.0177%
7/21/14,61580,6204.008625,0.100747136,625.13,0.0161%
7/20/14,54742,5929.556516,0.108318229,620.98,0.0174%
7/19/14,58490,6597.379776,0.112795004,627.04,0.0180%
7/18/14,62427,7309.954335,0.117096038,627.47,0.0187%
7/17/14,68638,7976.292776,0.116208118,626.58,0.0185%
7/16/14,67767,7639.404644,0.112730454,614.8,0.0183%
7/15/14,69471,7401.925119,0.106546978,619.6,0.0172%
7/14/14,59877,7068.897037,0.118056967,618.32,0.0191%
7/13/14,53123,5882.254817,0.110728965,628.03,0.0176%
7/12/14,54181,5697.418904,0.105155293,635.9,0.0165%
7/11/14,59949,7011.204884,0.116952825,632.9,0.0185%
7/10/14,64146,6957.733696,0.108467148,618.39,0.0175%
7/9/14,70745,7458.200024,0.105423705,623,0.0169%
7/8/14,70042,7619.65706,0.108786972,615.32,0.0177%
7/7/14,59986,6497.226348,0.108312379,613.6,0.0177%
7/6/14,53366,5868.554621,0.109968044,626.65,0.0175%
7/5/14,48515,5227.248427,0.107744995,622.96,0.0173%
7/4/14,61901,6728.726236,0.108701414,623.96,0.0174%
7/3/14,63272,7137.183778,0.112801615,638.03,0.0177%
7/2/14,67724,8981.668877,0.132621654,645.72,0.0205%
7/1/14,71054,8091.155062,0.113873323,643.19,0.0177%
6/30/14,62009,6763.854406,0.109078592,635.14,0.0172%
6/29/14,52251,5271.122328,0.100880793,601.06,0.0168%
6/28/14,56883,5898.165893,0.103689431,597.56,0.0174%
6/27/14,62721,6063.669688,0.096676866,602.23,0.0161%
6/26/14,62354,6473.803782,0.103823392,582.7,0.0178%
6/25/14,63760,6552.06455,0.102761364,568.45,0.0181%
6/24/14,64766,6817.094439,0.105257302,588.77,0.0179%
6/23/14,56648,5867.977459,0.103586666,591.17,0.0175%
6/22/14,50429,5618.181436,0.11140775,603.62,0.0185%
6/21/14,51831,5389.689882,0.103985836,597.04,0.0174%
6/20/14,59884,6676.812485,0.111495767,590.75,0.0189%
6/19/14,62320,7636.742624,0.122540799,600.17,0.0204%
6/18/14,66992,7395.804107,0.110398318,606.21,0.0182%
6/17/14,67270,7164.882608,0.10650933,605.09,0.0176%
6/16/14,65347,6621.534279,0.101328818,599.08,0.0169%
6/15/14,53782,5234.164259,0.09732186,582.29,0.0167%
6/14/14,58961,5552.389986,0.094170553,583.42,0.0161%
6/13/14,65091,7114.536093,0.10930138,610.35,0.0179%
6/12/14,61583,7498.583576,0.121763857,597.13,0.0204%
6/11/14,61611,7011.754913,0.113806867,642.95,0.0177%
6/10/14,65460,7924.264094,0.121055058,655.62,0.0185%
6/9/14,56017,6689.086853,0.11941173,644.35,0.0185%
6/8/14,47730,5678.606492,0.118973528,651.05,0.0183%
6/7/14,53216,5967.743857,0.11214191,651.67,0.0172%
6/6/14,64859,7421.892941,0.114431196,650.41,0.0176%
6/5/14,66695,8066.467742,0.120945614,660.18,0.0183%
6/4/14,66435,7907.486338,0.11902591,638.93,0.0186%
6/3/14,69911,9245.442719,0.132245894,669.43,0.0198%
6/2/14,61179,6892.824972,0.112666519,655.49,0.0172%
6/1/14,52976,7211.308854,0.136124072,649.79,0.0209%
5/31/14,55166,6166.509369,0.111780977,627.91,0.0178%
5/30/14,66935,7348.084219,0.109779401,612.35,0.0179%
5/29/14,65930,7038.68845,0.106760025,564.42,0.0189%
5/28/14,72377,7608.020665,0.105116552,570.84,0.0184%
5/27/14,67040,7176.100027,0.107042065,570.1,0.0188%
5/26/14,65795,6958.880957,0.105766106,582.01,0.0182%
5/25/14,53928,5503.95999,0.102061267,570.44,0.0179%
5/24/14,58146,6312.873971,0.108569359,520.46,0.0209%
5/23/14,74593,6852.998957,0.091871877,518.09,0.0177%
5/22/14,71026,6661.462911,0.093789076,515.36,0.0182%
5/21/14,71120,6569.773456,0.092375892,488.84,0.0189%
5/20/14,69552,6159.024317,0.0885528,484.57,0.0183%
5/19/14,60368,4786.721754,0.079292369,443.9,0.0179%
5/18/14,50661,3991.037087,0.07877928,450.14,0.0175%
5/17/14,55577,4397.263776,0.079120208,452.79,0.0175%
5/16/14,68893,5403.85128,0.078438321,453.63,0.0173%
5/15/14,72761,5727.031188,0.078710177,448.1,0.0176%
5/14/14,70031,5389.530217,0.076959207,442.63,0.0174%
5/13/14,70672,5728.431823,0.081056597,433.92,0.0187%
5/12/14,70064,5625.772668,0.080294769,438.21,0.0183%
5/11/14,51666,4056.262922,0.078509328,433.23,0.0181%
5/10/14,59795,4917.051035,0.082231809,451.9,0.0182%
5/9/14,67693,7171.817439,0.10594622,445.45,0.0238%
5/8/14,68393,5996.163575,0.087672182,441.11,0.0199%
